,field,comp_url
1268,Transportation/Trucking/Railroad,/company/transport-canada/
1269,Mechanical Or Industrial Engineering,/company/saipem/
1270,Renewables & Environment,/company/edf/
1271,Logistics & Supply Chain,/company/kuehne-nagel/
1272,Logistics & Supply Chain,/company/dbschenker/
1273,Transportation/Trucking/Railroad,/company/transport-for-london/
1274,Logistics & Supply Chain,/company/dsv/
1275,Construction,/company/bouygues/
1276,Computer Software,/company/sas/
1277,Banking,/company/bnpparibasfortis/
1278,Financial Services,/company/igwealthmanagement/
1279,Management Consulting,/company/capgemini-invent/
1280,Logistics & Supply Chain,/company/ups/
1281,Banking,/company/lcl/
1282,Banking,/company/credit-logement/
1283,International Affairs,/company/ambassade-de-france-en-algerie/
1284,Management Consulting,/company/emergences-&-talents---afrique/
1285,Belfort cedex,/company/iut-de-belfort-montb%C3%A9liard/
1286,Information Technology & Services,/company/cognizant/
1287,Banking,/company/banco-santander/
1288,Information Technology & Services,/company/sofgen/
1289,Staffing & Recruiting,/company/hydrogen-group/
1290,Computer Software,/company/zumasys/
1291,Computer Software,/company/jbase/
1292,Banking,/company/syncordis/
1293,Information Technology & Services,/company/ndctech/
1294,Automotive,/company/toyota-north-america/
1295,Airlines/Aviation,/company/delta-air-lines/
1296,Airlines/Aviation,/company/air-france-industries-klm-engineering-&-maintenance/
1297,Airlines/Aviation,/company/klm/
1298,Airlines/Aviation,/company/american-airlines/
1299,Pharmaceuticals,/company/merck/
1300,Information Technology & Services,/company/bayt.com/
1301,Computer Software,/company/assessfirst-fr/
1302,Human Resources,/company/peopleton-solutions/
1303,Utilities,/company/american-iron-&-metal/
1304,Human Resources,/company/expectra-search/
1305,Information Technology & Services,/company/taskiy-net/
1306,Management Consulting,/company/egon-zehnder/
1307,"Montréal, Québec",/company/uqam/
1308,Telecommunications,/company/tejas-networks/
1309,Dairy,/company/lactalis/
1310,Law Practice,/company/fidal/
1311,Professional Training & Coaching,/company/coachville/
1312,Automotive,/company/hyundai-motor-europe/
1313,Semiconductors,/company/nxp-semiconductors/
1314,Consumer Goods,/company/nestl-purina-north-america/
1315,Information Technology & Services,/company/hcl-technologies/
1316,Consumer Goods,/company/hanesbrands-inc-/
1317,Food Production,/company/orangina-schweppes/
1318,Marketing & Advertising,/company/groupmworldwide/
1319,Retail,/company/sephora/
1320,Marketing & Advertising,/company/publicismedia/
1321,"Sherbrooke, Québec",/company/universite-de-sherbrooke/
1322,Internet,/company/mediamath/
1323,Staffing & Recruiting,/company/wearehrsource/
1324,Computer Software,/company/athena-global-services/
1325,Marketing & Advertising,/company/nationalpen/
1326,Online Media,/company/wttj-fr/
1327,Non-profit Organization Management,/company/thefemalelead/
1328,E-learning,/company/boostmeup-senior/
1329,Market Research,/company/tbs-junior-enterprise/
1330,EL MOUROUJ,/company/tunis-business-school-university-of-tunis/
1331,Cosmetics,/company/lancome/
1332,Computer Software,/company/infor/
1333,Information Technology & Services,/company/sungard/
1334,Automotive,/company/delphi/
1335,Information Services,/company/spglobal/
1336,Capital Markets,/company/spglobalratings/
1337,Aviation & Aerospace,/company/lufthansa-technik/
1338,Computer Software,/company/eurodecision/
1339,Information Services,/company/fitch-solutions/
1340,Computer Software,/company/fy-computing/
1341,Information Technology & Services,/company/appsilon/
1342,Insurance,/company/allianz-france/
1343,Computer Networking,/company/seon-tech/
1344,Computer Software,/company/yusotech/
1345,Internet,/company/smart-team-tn/
1346,Information Technology & Services,/company/prevision.io/
1347,Information Technology & Services,/company/365uurproductiever/
1348,Education Management,/company/cambridge-assessment-english/
1349,Publishing,/company/genetic-engineering-&-biotechnology-news/
1350,Education Management,/company/ielts-official/
1351,Education Management,/company/office-365-akademie/
1352,Information Technology & Services,/company/office-365-community/
1353,Government Administration,/company/cra-arc/
1354,Government Administration,/company/pspc-spac/
1355,Government Administration,/company/global-affairs-canada-affaires-mondiales-canada/
1356,Government Administration,/company/cbsa-asfc/
1357,Government Administration,/company/aafc-aac/
1358,Government Administration,/company/canadian-food-inspection-agency/
1359,Government Administration,/company/citizenship-and-immigration-canada/
1360,Chemicals,/company/bayer-cropscience/
1361,Farming,/company/syngenta/
1362,Machinery,/company/jcb/
1363,International Affairs,/company/unep/
1364,Government Administration,/company/statcan/
1365,Information Technology & Services,/company/trustmineral/
1366,Industrial Automation,/company/hoogendoorn-growth-management/
1367,Food Production,/company/centrale-laitiere/
1368,International Trade & Development,/company/fhi-360/
1369,International Affairs,/company/fao/
1370,International Affairs,/company/unesco/
1371,Government Administration,/company/ministere-immigration-francisation-integration-quebec/
1372,Management Consulting,/company/oliver-wyman/
1373,Financial Services,/company/verifone/
1374,Human Resources,/company/alexander-hughes/
1375,Information Services,/company/bmiresearch/
1376,Management Consulting,/company/sia-partners/
1377,Retail,/company/landmark-group/
1378,International Trade & Development,/company/asian-development-bank/
1379,"Exeter, Devon",/company/university-of-exeter/
1380,"Dhahran, Eastern Province",/company/kfupm/
1381,Banking,/company/la-banque-postale/
1382,Banking,/company/financial-institutions/
1383,Banking,/company/banque-palatine/
1384,Hospital & Health Care,/company/dasa/
1385,Consumer Goods,/company/lego-group/
1386,Grenoble,/company/grenoble-ecole-de-management/
1387,Consumer Goods,/company/baobabplus/
1388,Higher Education,/company/issat-kas/
1389,Financial Services,/company/manulifesecurities/
1390,Financial Services,/company/lbc-capital/
1391,Staffing & Recruiting,/company/studyland-ca/
1392,Paris,/company/universit%C3%A9-psl/
1393,Civic & Social Organization,/company/r%C3%A9seau-tuniso-canadien-des-affaires/
1394,"Sousse, Sahloul",/company/epi-school/
1395,"London, Greater London",/company/university-college-london/
1396,Airlines/Aviation,/company/turkish-airlines/
1397,Non-profit Organization Management,/company/unops/
1398,Telecommunications,/company/ooredooqatar/
1399,Staffing & Recruiting,/company/cfo2grow/
1400,"Québec, Qc",/company/universite-laval/
1401,"Jouy en Josas, île-de-france",/company/hec-paris/
1402,Information Technology & Services,/company/rgi-group/
1403,Computer Software,/company/sab2i/
1404,Internet,/company/linkfinance/
1405,Information Technology & Services,/company/talys/
1406,Management Consulting,/company/accompany-consulting/
1407,Information Technology & Services,/company/advyteam/
1408,Human Resources,/company/next-recruitments/
1409,Human Resources,/company/corp---centre-d'orientation-et-de-reconversion-professionnelle/
1410,Telecommunications,/company/huawei-documentation-express/
1411,Investment Banking,/company/attijari-leasing/
1412,"Sousse, Sousse",/company/ihecsousse/
1413,Medical Device,/company/cordis/
1414,International Affairs,/company/canadian-embassy/
1415,Pharmaceuticals,/company/bristol-myers-squibb/
1416,Non-profit Organization Management,/company/bo-vest/
1417,Non-profit Organization Management,/company/aiesec-tunisia/
1418,Financial Services,/company/centre-financier-aux-entrepreneurs--tunisie-s-a-/
1419,Staffing & Recruiting,/company/%D9%88%D8%B8%D8%A7%D8%A6%D9%81-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-ksa-jobs/
1420,Staffing & Recruiting,/company/5jobs-qa/
1421,Business Supplies & Equipment,/company/fisqatar/
1422,Marketing & Advertising,/company/american-marketing-association/
1423,Financial Services,/company/allianz/
1424,Insurance,/company/ffa-assurance/
1425,Insurance,/company/noor-takaful/
1426,Management Consulting,/company/allianz-takaful-bsc.-c-/
1427,Publishing,/company/business-insurance/
1428,Insurance,/company/takaful-international/
1429,Insurance,/company/takaful-insurance-of-africa-limited/
1430,Oil & Energy,/company/woodplc/
1431,Management Consulting,/company/paradigma/
1432,Renewables & Environment,/company/abbsolarinverters/
1433,Cergy-Pontoise,/company/essec-business-school/
1434,Biotechnology,/company/roche/
1435,Marketing & Advertising,/company/um-ww/
1436,Medical Device,/company/baxter-healthcare/
1437,Biotechnology,/company/thermo-fisher-scientific/
1438,Pharmaceuticals,/company/boehringer-ingelheim/
1439,Chemicals,/company/solvay/
1440,Chemicals,/company/givaudan/
1441,Chemicals,/company/firmenich/
1442,Pharmaceuticals,/company/takeda-pharmaceuticals/
1443,Pharmaceuticals,/company/incyte/
1444,Medical Device,/company/bbraun-group/
1445,Biotechnology,/company/lonza/
1446,Oil & Energy,/company/suncor/
1447,Mining & Metals,/company/glencore/
1448,Chemicals,/company/sicpa/
1449,Tobacco,/company/jti/
1450,Research,/company/rti-international/
1451,Furniture,/company/bfi/
1452,Non-profit Organization Management,/company/irex/
1453,Information Technology & Services,/company/fujitsu/
1454,Investment Banking,/company/saxo-bank/
1455,Investment Banking,/company/exane/
1456,Information Technology & Services,/company/sword-group/
1457,Information Technology & Services,/company/umanis/
1458,Information Technology & Services,/company/edifixio/
1459,Financial Services,/company/360t/
1460,Information Technology & Services,/company/astek/
1461,Computer Software,/company/fitnet-application/
1462,Information Technology & Services,/company/avenuecode/
1463,Staffing & Recruiting,/company/vivid-resourcing-ltd/
1464,Internet,/company/fifty-five/
1465,Staffing & Recruiting,/company/elan-it-luxembourg-a-manpower-group-company/
1466,Information Technology & Services,/company/proxyclick/
1467,Logistics & Supply Chain,/company/bpost/
1468,Information Technology & Services,/company/extia/
1469,Information Technology & Services,/company/mthree/
1470,Information Technology & Services,/company/sopra-banking-software/
1471,Financial Services,/company/alios-finance/
1472,International Affairs,/company/expectation-state/
1473,Civic & Social Organization,/company/jasminefoundation/
1474,Government Administration,/company/european-commission/
1475,Apparel & Fashion,/company/bestseller/
1476,Staffing & Recruiting,/company/olympia-nederland/
1477,Newspapers,/company/la-voix-du-nord/
1478,Newspapers,/company/strategies/
1479,Pharmaceuticals,/company/pt-kalbe-farma/
1480,Financial Services,/company/gecapital/
1481,Telecommunications,/company/nokia-for-service-providers/
1482,Financial Services,/company/kpmg-us/
1483,Banking,/company/abn-amro/
1484,Information Technology & Services,/company/atos-consulting-switzerland/
1485,Building Materials,/company/lafargeholcim/
1486,Machinery,/company/john-deere/
1487,Civil Engineering,/company/tractebel-engie-group/
1488,Entertainment,/company/stage-entertainment/
1489,Mechanical Or Industrial Engineering,/company/segula-technologies/
1490,Outsourcing/Offshoring,/company/webhelp/
1491,Oil & Energy,/company/sonatrach/
1492,International Affairs,/company/eurasia-group/
1493,Marketing & Advertising,/company/tpm-tunisia/
1494,Oil & Energy,/company/smart-inspection-services/
1495,Oil & Energy,/company/global-industrial-services-gis/
1496,Airlines/Aviation,/company/iac---international-airlines-crew/
1497,Banking,/company/banque-fran%C3%A7aise-mutualiste/
1498,Banking,/company/central-bank-of-tunisia/
1499,Automotive,/company/indus-motor-company-ltd/
1500,Human Resources,/company/startpeople-sa/
1501,Maritime,/company/tnt-tunisie/
1502,Marketing & Advertising,/company/brainy-concept/
1503,Outsourcing/Offshoring,/company/advancia-teleservices/
1504,Hospitality,/company/hotel-jobs-worldwide/
1505,Professional Training & Coaching,/company/reet-reseau-des-entreprises-d-entrainement-de-tunisie/
1506,Telecommunications,/company/umrkg/
1507,Professional Training & Coaching,/company/l2m-4-0-lean-manufacturing-and-management/
1508,Electrical & Electronic Manufacturing,/company/niglobal/
1509,Information Technology & Services,/company/nagra/
1510,Industrial Automation,/company/festo/
1511,Government Administration,/company/jtccorp/
1512,Edinburgh,/company/edinburgh-napier-university/
1513,Construction,/company/razel/
1514,Staffing & Recruiting,/company/robertson-&-company-ltd-/
1515,Maritime,/company/cma-cgm/
1516,Retail,/company/celio/
1517,Internet,/company/topnet/
1518,Information Technology & Services,/company/societe_conseil_groupe_lgs/
1519,Information Technology & Services,/company/hewlett-packard-labs/
1520,Telecommunications,/company/bt/
1521,Information Technology & Services,/company/sigma-it/
1522,Information Technology & Services,/company/avisia/
1523,Information Technology & Services,/company/levioconsulting/
1524,Professional Training & Coaching,/company/biatlabs/
1525,Online Media,/company/cnnarabic/
1526,Marketing & Advertising,/company/rive-gauche-rive-droite-marketing/
1527,Broadcast Media,/company/radio-mosaique-fm-tunisia/
1528,Investment Banking,/company/cdctn/
1529,Building Materials,/company/soroubat/
1530,Staffing & Recruiting,/company/%D9%88%D8%B8%D8%A7%D8%A6%D9%81-%D8%B5%D8%AD%D8%A7%D9%81%D8%A9-%D8%A7%D8%B9%D9%84%D8%A7%D9%85/
1531,Government Administration,/company/tunisia-investment-authority-official-page/
1532,Automotive,/company/nissan-tunisie/
1533,Marketing & Advertising,/company/echocom-tunisie/
1534,Entertainment,/company/the-walt-disney-company/
1535,Logistics & Supply Chain,/company/ups-supply-chain-solutions/
1536,Hospitality,/company/doubletree-hilton/
1537,Hospitality,/company/jumeirah-group-jumeirah-hotels-and-resorts/
1538,Information Technology & Services,/company/european-dynamics/
1539,Apparel & Fashion,/company/pvh/
1540,Retail,/company/printemps/
1541,Information Technology & Services,/company/velti/
1542,Information Technology & Services,/company/xerox/
1543,Political Organization,/company/european-parliament/
1544,Staffing & Recruiting,/company/quantum-management-services-ltd/
1545,Financial Services,/company/bank-of-montreal/
1546,"Cambridge, England",/company/university-of-cambridge/
1547,Automotive,/company/visteon/
1548,Mechanical Or Industrial Engineering,/company/trelleborggroup/
1549,Automotive,/company/hella/
1550,Electrical & Electronic Manufacturing,/company/johnsonelectricgroup/
1551,Automotive,/company/grupo-antolin/
1552,Design,/company/pininfarina/
1553,Automotive,/company/iav-gmbh/
1554,Automotive,/company/samvardhana-motherson-peguform/
1555,Automotive,/company/daimler/
1556,Mechanical Or Industrial Engineering,/company/schaeffler/
1557,Transportation/Trucking/Railroad,/company/db-engineering-consulting/
1558,Nanotechnology,/company/canatu/
1559,Automotive,/company/magneti-marelli/
1560,Electrical & Electronic Manufacturing,/company/mitsubishi-electric-europe-bv/
1561,Banking,/company/dexia/
1562,Retail,/company/indigo/
1563,Marketing & Advertising,/company/jcdecaux/
1564,Logistics & Supply Chain,/company/geodis/
1565,Insurance,/company/europ-assistance/
1566,Food Production,/company/bonduelle/
1567,Financial Services,/company/fiducial/
1568,Banking,/company/bpifrance/
1569,Banking,/company/mirabaud-group/
1570,Renewables & Environment,/company/sts-certified/
1571,Paris,/company/groupe-igs-formation-continue/
1572,Mechanical Or Industrial Engineering,/company/marktech/
1573,Industrial Automation,/company/leoni-factory-automation/
1574,Electrical & Electronic Manufacturing,/company/leoni-maroc/
